,Time 0,Time 1,Time 2,Time 3,Time 4,Time 5,Predict
1014,18.43121,18.47925,18.52703,18.57455,18.62179,18.66873,18.85328
1015,18.47925,18.52703,18.57455,18.62179,18.66873,18.71537,18.89854
1016,18.52703,18.57455,18.62179,18.66873,18.71537,18.76168,18.94342
1017,18.57455,18.62179,18.66873,18.71537,18.76168,18.80766,18.98791
1018,18.62179,18.66873,18.71537,18.76168,18.80766,18.85328,19.03198
1019,18.66873,18.71537,18.76168,18.80766,18.85328,18.89854,19.07563
1020,18.71537,18.76168,18.80766,18.85328,18.89854,18.94342,19.11884
1021,18.76168,18.80766,18.85328,18.89854,18.94342,18.98791,19.16159
1022,18.80766,18.85328,18.89854,18.94342,18.98791,19.03198,19.20387
1023,18.85328,18.89854,18.94342,18.98791,19.03198,19.07563,19.24567
1024,18.89854,18.94342,18.98791,19.03198,19.07563,19.11884,19.28696
1025,18.94342,18.98791,19.03198,19.07563,19.11884,19.16159,19.32773
1026,18.98791,19.03198,19.07563,19.11884,19.16159,19.20387,19.36797
1027,19.03198,19.07563,19.11884,19.16159,19.20387,19.24567,19.40766
1028,19.07563,19.11884,19.16159,19.20387,19.24567,19.28696,19.44678
1029,19.11884,19.16159,19.20387,19.24567,19.28696,19.32773,19.48531
1030,19.16159,19.20387,19.24567,19.28696,19.32773,19.36797,19.52325
1031,19.20387,19.24567,19.28696,19.32773,19.36797,19.40766,19.56057
1032,19.24567,19.28696,19.32773,19.36797,19.40766,19.44678,19.59726
1033,19.28696,19.32773,19.36797,19.40766,19.44678,19.48531,19.6333
1034,19.32773,19.36797,19.40766,19.44678,19.48531,19.52325,19.66867
1035,19.36797,19.40766,19.44678,19.48531,19.52325,19.56057,19.70335
1036,19.40766,19.44678,19.48531,19.52325,19.56057,19.59726,19.73733
1037,19.44678,19.48531,19.52325,19.56057,19.59726,19.6333,19.7706
1038,19.48531,19.52325,19.56057,19.59726,19.6333,19.66867,19.80312
1039,19.52325,19.56057,19.59726,19.6333,19.66867,19.70335,19.83489
1040,14.77965,14.73695,14.69516,14.65429,14.61434,14.57531,14.42846
1041,14.73695,14.69516,14.65429,14.61434,14.57531,14.5372,14.39406
1042,14.69516,14.65429,14.61434,14.57531,14.5372,14.50003,14.3606
1043,14.65429,14.61434,14.57531,14.5372,14.50003,14.46378,14.32806
1044,14.61434,14.57531,14.5372,14.50003,14.46378,14.42846,14.29645
1045,14.57531,14.5372,14.50003,14.46378,14.42846,14.39406,14.26576
1046,14.5372,14.50003,14.46378,14.42846,14.39406,14.3606,14.23599
1047,14.50003,14.46378,14.42846,14.39406,14.3606,14.32806,14.20714
1048,14.46378,14.42846,14.39406,14.3606,14.32806,14.29645,14.1792
1049,14.42846,14.39406,14.3606,14.32806,14.29645,14.26576,14.15218
1050,14.39406,14.3606,14.32806,14.29645,14.26576,14.23599,14.12606
1051,14.3606,14.32806,14.29645,14.26576,14.23599,14.20714,14.10084
1052,14.32806,14.29645,14.26576,14.23599,14.20714,14.1792,14.07653
1053,14.29645,14.26576,14.23599,14.20714,14.1792,14.15218,14.05311
1054,14.26576,14.23599,14.20714,14.1792,14.15218,14.12606,14.03059
1055,14.23599,14.20714,14.1792,14.15218,14.12606,14.10084,14.00895
1056,14.20714,14.1792,14.15218,14.12606,14.10084,14.07653,13.9882
1057,14.1792,14.15218,14.12606,14.10084,14.07653,14.05311,13.96833
1058,14.15218,14.12606,14.10084,14.07653,14.05311,14.03059,13.94933
1059,14.12606,14.10084,14.07653,14.05311,14.03059,14.00895,13.93121
1060,14.10084,14.07653,14.05311,14.03059,14.00895,13.9882,13.91396
1061,14.07653,14.05311,14.03059,14.00895,13.9882,13.96833,13.89757
1062,14.05311,14.03059,14.00895,13.9882,13.96833,13.94933,13.88205
1063,14.03059,14.00895,13.9882,13.96833,13.94933,13.93121,13.86739
1064,14.00895,13.9882,13.96833,13.94933,13.93121,13.91396,13.85358
1065,13.9882,13.96833,13.94933,13.93121,13.91396,13.89757,13.84062
1066,13.96833,13.94933,13.93121,13.91396,13.89757,13.88205,13.82852
1067,13.94933,13.93121,13.91396,13.89757,13.88205,13.86739,13.81726
1068,13.93121,13.91396,13.89757,13.88205,13.86739,13.85358,13.80684
1069,13.91396,13.89757,13.88205,13.86739,13.85358,13.84062,13.79726
1070,13.89757,13.88205,13.86739,13.85358,13.84062,13.82852,13.78852
1071,13.88205,13.86739,13.85358,13.84062,13.82852,13.81726,13.78061
1072,13.86739,13.85358,13.84062,13.82852,13.81726,13.80684,13.77353
1073,13.85358,13.84062,13.82852,13.81726,13.80684,13.79726,13.76728
1074,13.84062,13.82852,13.81726,13.80684,13.79726,13.78852,13.76185
1075,13.82852,13.81726,13.80684,13.79726,13.78852,13.78061,13.75724
1076,13.81726,13.80684,13.79726,13.78852,13.78061,13.77353,13.75345
1077,13.80684,13.79726,13.78852,13.78061,13.77353,13.76728,13.75047
1078,13.79726,13.78852,13.78061,13.77353,13.76728,13.76185,13.7483
1079,13.78852,13.78061,13.77353,13.76728,13.76185,13.75724,13.74694
1080,13.78061,13.77353,13.76728,13.76185,13.75724,13.75345,13.74637
1081,13.77353,13.76728,13.76185,13.75724,13.75345,13.75047,13.74661
1082,13.76728,13.76185,13.75724,13.75345,13.75047,13.7483,13.74764
1083,13.76185,13.75724,13.75345,13.75047,13.7483,13.74694,13.74946
1084,13.75724,13.75345,13.75047,13.7483,13.74694,13.74637,13.75206
1085,13.75345,13.75047,13.7483,13.74694,13.74637,13.74661,13.75544
1086,13.75047,13.7483,13.74694,13.74637,13.74661,13.74764,13.75961
1087,13.7483,13.74694,13.74637,13.74661,13.74764,13.74946,13.76454
1088,13.74694,13.74637,13.74661,13.74764,13.74946,13.75206,13.77024
1089,13.74637,13.74661,13.74764,13.74946,13.75206,13.75544,13.7767
1090,13.74661,13.74764,13.74946,13.75206,13.75544,13.75961,13.78393
1091,13.74764,13.74946,13.75206,13.75544,13.75961,13.76454,13.7919
1092,13.74946,13.75206,13.75544,13.75961,13.76454,13.77024,13.80063
1093,13.75206,13.75544,13.75961,13.76454,13.77024,13.7767,13.8101
1094,13.75544,13.75961,13.76454,13.77024,13.7767,13.78393,13.8203
1095,13.75961,13.76454,13.77024,13.7767,13.78393,13.7919,13.83124
1096,13.76454,13.77024,13.7767,13.78393,13.7919,13.80063,13.8429
1097,13.77024,13.7767,13.78393,13.7919,13.80063,13.8101,13.85529
1098,13.7767,13.78393,13.7919,13.80063,13.8101,13.8203,13.86839
1099,13.78393,13.7919,13.80063,13.8101,13.8203,13.83124,13.88221
1100,13.7919,13.80063,13.8101,13.8203,13.83124,13.8429,13.89673
1101,13.80063,13.8101,13.8203,13.83124,13.8429,13.85529,13.91194
1102,13.8101,13.8203,13.83124,13.8429,13.85529,13.86839,13.92785
1103,13.8203,13.83124,13.8429,13.85529,13.86839,13.88221,13.94445
1104,13.83124,13.8429,13.85529,13.86839,13.88221,13.89673,13.96173
1105,13.8429,13.85529,13.86839,13.88221,13.89673,13.91194,13.97968
1106,13.85529,13.86839,13.88221,13.89673,13.91194,13.92785,13.99829
1107,13.86839,13.88221,13.89673,13.91194,13.92785,13.94445,14.01757
1108,13.88221,13.89673,13.91194,13.92785,13.94445,13.96173,14.03751
1109,13.89673,13.91194,13.92785,13.94445,13.96173,13.97968,14.05809
1110,13.91194,13.92785,13.94445,13.96173,13.97968,13.99829,14.07931
1111,13.92785,13.94445,13.96173,13.97968,13.99829,14.01757,14.10116
1112,13.94445,13.96173,13.97968,13.99829,14.01757,14.03751,14.12364
1113,13.96173,13.97968,13.99829,14.01757,14.03751,14.05809,14.14675
1114,13.97968,13.99829,14.01757,14.03751,14.05809,14.07931,14.17046
1115,13.99829,14.01757,14.03751,14.05809,14.07931,14.10116,14.19478
1116,14.01757,14.03751,14.05809,14.07931,14.10116,14.12364,14.2197
1117,14.03751,14.05809,14.07931,14.10116,14.12364,14.14675,14.2452
1118,14.05809,14.07931,14.10116,14.12364,14.14675,14.17046,14.27129
1119,14.07931,14.10116,14.12364,14.14675,14.17046,14.19478,14.29796
1120,14.10116,14.12364,14.14675,14.17046,14.19478,14.2197,14.32519
1121,14.12364,14.14675,14.17046,14.19478,14.2197,14.2452,14.35298
1122,14.14675,14.17046,14.19478,14.2197,14.2452,14.27129,14.38132
1123,14.17046,14.19478,14.2197,14.2452,14.27129,14.29796,14.4102
1124,14.19478,14.2197,14.2452,14.27129,14.29796,14.32519,14.43962
1125,14.2197,14.2452,14.27129,14.29796,14.32519,14.35298,14.46957
1126,14.2452,14.27129,14.29796,14.32519,14.35298,14.38132,14.50003
1127,14.27129,14.29796,14.32519,14.35298,14.38132,14.4102,14.531
1128,14.29796,14.32519,14.35298,14.38132,14.4102,14.43962,14.56247
1129,14.32519,14.35298,14.38132,14.4102,14.43962,14.46957,14.59444
1130,14.35298,14.38132,14.4102,14.43962,14.46957,14.50003,14.62688
1131,14.38132,14.4102,14.43962,14.46957,14.50003,14.531,14.6598
1132,14.4102,14.43962,14.46957,14.50003,14.531,14.56247,14.69319
1133,14.43962,14.46957,14.50003,14.531,14.56247,14.59444,14.72703
1134,14.46957,14.50003,14.531,14.56247,14.59444,14.62688,14.76132
1135,14.50003,14.531,14.56247,14.59444,14.62688,14.6598,14.79605
1136,14.531,14.56247,14.59444,14.62688,14.6598,14.69319,14.8312
1137,14.56247,14.59444,14.62688,14.6598,14.69319,14.72703,14.86677
1138,14.59444,14.62688,14.6598,14.69319,14.72703,14.76132,14.90275
1139,14.62688,14.6598,14.69319,14.72703,14.76132,14.79605,14.93913
1140,14.6598,14.69319,14.72703,14.76132,14.79605,14.8312,14.9759
1141,14.69319,14.72703,14.76132,14.79605,14.8312,14.86677,15.01305
1142,14.72703,14.76132,14.79605,14.8312,14.86677,14.90275,15.05056
1143,14.76132,14.79605,14.8312,14.86677,14.90275,14.93913,15.08844
1144,14.79605,14.8312,14.86677,14.90275,14.93913,14.9759,15.12666
1145,14.8312,14.86677,14.90275,14.93913,14.9759,15.01305,15.16522
1146,14.86677,14.90275,14.93913,14.9759,15.01305,15.05056,15.20411
1147,14.90275,14.93913,14.9759,15.01305,15.05056,15.08844,15.24332
1148,14.93913,14.9759,15.01305,15.05056,15.08844,15.12666,15.28283
1149,14.9759,15.01305,15.05056,15.08844,15.12666,15.16522,15.32264
1150,15.01305,15.05056,15.08844,15.12666,15.16522,15.20411,15.36274
1151,15.05056,15.08844,15.12666,15.16522,15.20411,15.24332,15.40311
1152,15.08844,15.12666,15.16522,15.20411,15.24332,15.28283,15.44374
1153,15.12666,15.16522,15.20411,15.24332,15.28283,15.32264,15.48462
1154,15.16522,15.20411,15.24332,15.28283,15.32264,15.36274,15.52574
1155,15.20411,15.24332,15.28283,15.32264,15.36274,15.40311,15.5671
1156,15.24332,15.28283,15.32264,15.36274,15.40311,15.44374,15.60867
1157,15.28283,15.32264,15.36274,15.40311,15.44374,15.48462,15.65044
1158,15.32264,15.36274,15.40311,15.44374,15.48462,15.52574,15.69241
1159,15.36274,15.40311,15.44374,15.48462,15.52574,15.5671,15.73456
1160,15.40311,15.44374,15.48462,15.52574,15.5671,15.60867,15.77689
1161,15.44374,15.48462,15.52574,15.5671,15.60867,15.65044,15.81937
1162,15.48462,15.52574,15.5671,15.60867,15.65044,15.69241,15.86199
1163,15.52574,15.5671,15.60867,15.65044,15.69241,15.73456,15.90476
1164,15.5671,15.60867,15.65044,15.69241,15.73456,15.77689,15.94764
1165,15.60867,15.65044,15.69241,15.73456,15.77689,15.81937,15.99063
1166,15.65044,15.69241,15.73456,15.77689,15.81937,15.86199,16.03372
1167,15.69241,15.73456,15.77689,15.81937,15.86199,15.90476,16.0769
1168,15.73456,15.77689,15.81937,15.86199,15.90476,15.94764,16.12014
1169,15.77689,15.81937,15.86199,15.90476,15.94764,15.99063,16.16345
1170,15.81937,15.86199,15.90476,15.94764,15.99063,16.03372,16.2068
1171,15.86199,15.90476,15.94764,15.99063,16.03372,16.0769,16.25018
1172,15.90476,15.94764,15.99063,16.03372,16.0769,16.12014,16.29358
1173,15.94764,15.99063,16.03372,16.0769,16.12014,16.16345,16.33699
1174,15.99063,16.03372,16.0769,16.12014,16.16345,16.2068,16.38039
1175,16.03372,16.0769,16.12014,16.16345,16.2068,16.25018,16.42378
1176,16.0769,16.12014,16.16345,16.2068,16.25018,16.29358,16.46712
1177,16.12014,16.16345,16.2068,16.25018,16.29358,16.33699,16.51042
1178,16.16345,16.2068,16.25018,16.29358,16.33699,16.38039,16.55366
1179,16.2068,16.25018,16.29358,16.33699,16.38039,16.42378,16.59682
1180,16.25018,16.29358,16.33699,16.38039,16.42378,16.46712,16.63989
1181,16.29358,16.33699,16.38039,16.42378,16.46712,16.51042,16.68286
1182,16.33699,16.38039,16.42378,16.46712,16.51042,16.55366,16.72571
1183,16.38039,16.42378,16.46712,16.51042,16.55366,16.59682,16.76842
1184,16.42378,16.46712,16.51042,16.55366,16.59682,16.63989,16.81099
1185,16.46712,16.51042,16.55366,16.59682,16.63989,16.68286,16.8534
1186,16.51042,16.55366,16.59682,16.63989,16.68286,16.72571,16.89563
1187,16.55366,16.59682,16.63989,16.68286,16.72571,16.76842,16.93767
1188,16.59682,16.63989,16.68286,16.72571,16.76842,16.81099,16.97951
1189,16.63989,16.68286,16.72571,16.76842,16.81099,16.8534,17.02112
1190,16.68286,16.72571,16.76842,16.81099,16.8534,16.89563,17.0625
1191,16.72571,16.76842,16.81099,16.8534,16.89563,16.93767,17.10363
1192,16.76842,16.81099,16.8534,16.89563,16.93767,16.97951,17.14448
1193,16.81099,16.8534,16.89563,16.93767,16.97951,17.02112,17.18506
1194,16.8534,16.89563,16.93767,16.97951,17.02112,17.0625,17.22534
1195,16.89563,16.93767,16.97951,17.02112,17.0625,17.10363,17.2653
1196,16.93767,16.97951,17.02112,17.0625,17.10363,17.14448,17.30494
1197,16.97951,17.02112,17.0625,17.10363,17.14448,17.18506,17.34423
1198,17.02112,17.0625,17.10363,17.14448,17.18506,17.22534,17.38316
1199,17.0625,17.10363,17.14448,17.18506,17.22534,17.2653,17.42171
1200,17.10363,17.14448,17.18506,17.22534,17.2653,17.30494,17.45986
1201,17.14448,17.18506,17.22534,17.2653,17.30494,17.34423,17.49761
1202,17.18506,17.22534,17.2653,17.30494,17.34423,17.38316,17.53492
1203,17.22534,17.2653,17.30494,17.34423,17.38316,17.42171,17.5718
1204,17.2653,17.30494,17.34423,17.38316,17.42171,17.45986,17.60821
1205,17.30494,17.34423,17.38316,17.42171,17.45986,17.49761,17.64415
1206,17.34423,17.38316,17.42171,17.45986,17.49761,17.53492,17.67959
1207,17.38316,17.42171,17.45986,17.49761,17.53492,17.5718,17.71452
1208,17.42171,17.45986,17.49761,17.53492,17.5718,17.60821,17.74892
1209,17.45986,17.49761,17.53492,17.5718,17.60821,17.64415,17.78278
1210,17.49761,17.53492,17.5718,17.60821,17.64415,17.67959,17.81607
1211,17.53492,17.5718,17.60821,17.64415,17.67959,17.71452,17.84878
1212,17.5718,17.60821,17.64415,17.67959,17.71452,17.74892,17.88089
1213,17.60821,17.64415,17.67959,17.71452,17.74892,17.78278,17.91238
1214,17.64415,17.67959,17.71452,17.74892,17.78278,17.81607,17.94324
1215,17.67959,17.71452,17.74892,17.78278,17.81607,17.84878,17.97344
1216,17.71452,17.74892,17.78278,17.81607,17.84878,17.88089,18.00298
1217,17.74892,17.78278,17.81607,17.84878,17.88089,17.91238,18.03182
1218,17.78278,17.81607,17.84878,17.88089,17.91238,17.94324,18.05996
1219,17.81607,17.84878,17.88089,17.91238,17.94324,17.97344,18.08737
1220,17.84878,17.88089,17.91238,17.94324,17.97344,18.00298,18.11403
1221,17.88089,17.91238,17.94324,17.97344,18.00298,18.03182,18.13993
1222,17.91238,17.94324,17.97344,18.00298,18.03182,18.05996,18.16505
1223,17.94324,17.97344,18.00298,18.03182,18.05996,18.08737,18.18937
1224,17.97344,18.00298,18.03182,18.05996,18.08737,18.11403,18.21286
1225,18.00298,18.03182,18.05996,18.08737,18.11403,18.13993,18.23552
1226,18.03182,18.05996,18.08737,18.11403,18.13993,18.16505,18.25732
1227,18.05996,18.08737,18.11403,18.13993,18.16505,18.18937,18.27824
1228,18.08737,18.11403,18.13993,18.16505,18.18937,18.21286,18.29826
1229,18.11403,18.13993,18.16505,18.18937,18.21286,18.23552,18.31736
1230,18.13993,18.16505,18.18937,18.21286,18.23552,18.25732,18.33552
1231,18.16505,18.18937,18.21286,18.23552,18.25732,18.27824,18.35273
1232,18.18937,18.21286,18.23552,18.25732,18.27824,18.29826,18.36896
1233,18.21286,18.23552,18.25732,18.27824,18.29826,18.31736,18.38419
1234,18.23552,18.25732,18.27824,18.29826,18.31736,18.33552,18.39841
1235,18.25732,18.27824,18.29826,18.31736,18.33552,18.35273,18.41159
1236,18.27824,18.29826,18.31736,18.33552,18.35273,18.36896,18.42371
1237,18.29826,18.31736,18.33552,18.35273,18.36896,18.38419,18.43475
1238,18.31736,18.33552,18.35273,18.36896,18.38419,18.39841,18.4447
1239,18.33552,18.35273,18.36896,18.38419,18.39841,18.41159,18.45352
1240,18.35273,18.36896,18.38419,18.39841,18.41159,18.42371,18.46121
1241,18.36896,18.38419,18.39841,18.41159,18.42371,18.43475,18.46773
1242,18.38419,18.39841,18.41159,18.42371,18.43475,18.4447,18.47308
1243,18.39841,18.41159,18.42371,18.43475,18.4447,18.45352,18.47722
1244,18.41159,18.42371,18.43475,18.4447,18.45352,18.46121,18.48014
1245,18.42371,18.43475,18.4447,18.45352,18.46121,18.46773,18.48182
1246,18.43475,18.4447,18.45352,18.46121,18.46773,18.47308,18.48223
1247,18.4447,18.45352,18.46121,18.46773,18.47308,18.47722,18.48136
1248,15.71963,15.67634,15.63403,15.59268,15.55226,15.51275,15.36345
1249,15.67634,15.63403,15.59268,15.55226,15.51275,15.47414,15.32822
1250,15.63403,15.59268,15.55226,15.51275,15.47414,15.43639,15.29379
1251,15.59268,15.55226,15.51275,15.47414,15.43639,15.39951,15.26016
1252,15.55226,15.51275,15.47414,15.43639,15.39951,15.36345,15.22731
1253,15.51275,15.47414,15.43639,15.39951,15.36345,15.32822,15.19523
1254,15.47414,15.43639,15.39951,15.36345,15.32822,15.29379,15.16392
1255,15.43639,15.39951,15.36345,15.32822,15.29379,15.26016,15.13337
1256,15.39951,15.36345,15.32822,15.29379,15.26016,15.22731,15.10359
1257,15.36345,15.32822,15.29379,15.26016,15.22731,15.19523,15.07458
1258,15.32822,15.29379,15.26016,15.22731,15.19523,15.16392,15.04633
1259,15.29379,15.26016,15.22731,15.19523,15.16392,15.13337,15.01886
1260,15.26016,15.22731,15.19523,15.16392,15.13337,15.10359,14.99218
1261,15.22731,15.19523,15.16392,15.13337,15.10359,15.07458,14.96629
1262,15.19523,15.16392,15.13337,15.10359,15.07458,15.04633,14.9412
1263,15.16392,15.13337,15.10359,15.07458,15.04633,15.01886,14.91694
1264,15.13337,15.10359,15.07458,15.04633,15.01886,14.99218,14.89351
1265,15.10359,15.07458,15.04633,15.01886,14.99218,14.96629,14.87093
1266,15.07458,15.04633,15.01886,14.99218,14.96629,14.9412,14.84921
1267,15.04633,15.01886,14.99218,14.96629,14.9412,14.91694,14.82838
1268,15.01886,14.99218,14.96629,14.9412,14.91694,14.89351,14.80844
1269,14.99218,14.96629,14.9412,14.91694,14.89351,14.87093,14.78941
1270,14.96629,14.9412,14.91694,14.89351,14.87093,14.84921,14.7713
1271,14.9412,14.91694,14.89351,14.87093,14.84921,14.82838,14.75414
1272,14.91694,14.89351,14.87093,14.84921,14.82838,14.80844,14.73792
1273,14.89351,14.87093,14.84921,14.82838,14.80844,14.78941,14.72266
1274,14.87093,14.84921,14.82838,14.80844,14.78941,14.7713,14.70836
1275,14.84921,14.82838,14.80844,14.78941,14.7713,14.75414,14.69504
1276,14.82838,14.80844,14.78941,14.7713,14.75414,14.73792,14.68269
1277,14.80844,14.78941,14.7713,14.75414,14.73792,14.72266,14.67133
1278,14.78941,14.7713,14.75414,14.73792,14.72266,14.70836,14.66094
1279,14.7713,14.75414,14.73792,14.72266,14.70836,14.69504,14.65154
1280,14.75414,14.73792,14.72266,14.70836,14.69504,14.68269,14.64312
1281,14.73792,14.72266,14.70836,14.69504,14.68269,14.67133,14.63567
1282,14.72266,14.70836,14.69504,14.68269,14.67133,14.66094,14.6292
1283,14.70836,14.69504,14.68269,14.67133,14.66094,14.65154,14.62369
1284,14.69504,14.68269,14.67133,14.66094,14.65154,14.64312,14.61914
1285,14.68269,14.67133,14.66094,14.65154,14.64312,14.63567,14.61555
1286,14.67133,14.66094,14.65154,14.64312,14.63567,14.6292,14.6129
1287,14.66094,14.65154,14.64312,14.63567,14.6292,14.62369,14.6112
1288,14.65154,14.64312,14.63567,14.6292,14.62369,14.61914,14.61042
1289,14.64312,14.63567,14.6292,14.62369,14.61914,14.61555,14.61057
1290,14.63567,14.6292,14.62369,14.61914,14.61555,14.6129,14.61163
1291,14.6292,14.62369,14.61914,14.61555,14.6129,14.6112,14.61359
1292,14.62369,14.61914,14.61555,14.6129,14.6112,14.61042,14.61645
1293,14.61914,14.61555,14.6129,14.6112,14.61042,14.61057,14.6202
1294,14.61555,14.6129,14.6112,14.61042,14.61057,14.61163,14.62483
1295,14.6129,14.6112,14.61042,14.61057,14.61163,14.61359,14.63032
1296,14.6112,14.61042,14.61057,14.61163,14.61359,14.61645,14.63668
1297,14.61042,14.61057,14.61163,14.61359,14.61645,14.6202,14.64389
1298,14.61057,14.61163,14.61359,14.61645,14.6202,14.62483,14.65194
1299,14.61163,14.61359,14.61645,14.6202,14.62483,14.63032,14.66082
1300,14.61359,14.61645,14.6202,14.62483,14.63032,14.63668,14.67054
1301,14.61645,14.6202,14.62483,14.63032,14.63668,14.64389,14.68107
1302,14.6202,14.62483,14.63032,14.63668,14.64389,14.65194,14.69241
1303,14.62483,14.63032,14.63668,14.64389,14.65194,14.66082,14.70455
1304,14.63032,14.63668,14.64389,14.65194,14.66082,14.67054,14.71749
1305,14.63668,14.64389,14.65194,14.66082,14.67054,14.68107,14.73121
1306,14.64389,14.65194,14.66082,14.67054,14.68107,14.69241,14.74571
1307,14.65194,14.66082,14.67054,14.68107,14.69241,14.70455,14.76099
1308,14.66082,14.67054,14.68107,14.69241,14.70455,14.71749,14.77703
1309,14.67054,14.68107,14.69241,14.70455,14.71749,14.73121,14.79382
1310,14.68107,14.69241,14.70455,14.71749,14.73121,14.74571,14.81136
1311,14.69241,14.70455,14.71749,14.73121,14.74571,14.76099,14.82965
1312,14.70455,14.71749,14.73121,14.74571,14.76099,14.77703,14.84867
1313,14.71749,14.73121,14.74571,14.76099,14.77703,14.79382,14.86841
1314,14.73121,14.74571,14.76099,14.77703,14.79382,14.81136,14.88888
1315,14.74571,14.76099,14.77703,14.79382,14.81136,14.82965,14.91006
1316,14.76099,14.77703,14.79382,14.81136,14.82965,14.84867,14.93194
1317,14.77703,14.79382,14.81136,14.82965,14.84867,14.86841,14.95453
1318,14.79382,14.81136,14.82965,14.84867,14.86841,14.88888,14.9778
1319,14.81136,14.82965,14.84867,14.86841,14.88888,14.91006,15.00176
1320,14.82965,14.84867,14.86841,14.88888,14.91006,14.93194,15.0264
1321,14.84867,14.86841,14.88888,14.91006,14.93194,14.95453,15.05172
1322,14.86841,14.88888,14.91006,14.93194,14.95453,14.9778,15.07769
1323,14.88888,14.91006,14.93194,14.95453,14.9778,15.00176,15.10433
1324,14.91006,14.93194,14.95453,14.9778,15.00176,15.0264,15.13161
1325,14.93194,14.95453,14.9778,15.00176,15.0264,15.05172,15.15954
1326,14.95453,14.9778,15.00176,15.0264,15.05172,15.07769,15.1881
1327,14.9778,15.00176,15.0264,15.05172,15.07769,15.10433,15.2173
1328,15.00176,15.0264,15.05172,15.07769,15.10433,15.13161,15.24712
1329,15.0264,15.05172,15.07769,15.10433,15.13161,15.15954,15.27755
1330,15.05172,15.07769,15.10433,15.13161,15.15954,15.1881,15.30859
1331,15.07769,15.10433,15.13161,15.15954,15.1881,15.2173,15.34024
1332,15.10433,15.13161,15.15954,15.1881,15.2173,15.24712,15.37248
1333,15.13161,15.15954,15.1881,15.2173,15.24712,15.27755,15.40531
1334,15.15954,15.1881,15.2173,15.24712,15.27755,15.30859,15.43872
1335,15.1881,15.2173,15.24712,15.27755,15.30859,15.34024,15.4727
1336,15.2173,15.24712,15.27755,15.30859,15.34024,15.37248,15.50725
1337,15.24712,15.27755,15.30859,15.34024,15.37248,15.40531,15.54236
1338,15.27755,15.30859,15.34024,15.37248,15.40531,15.43872,15.57803
1339,15.30859,15.34024,15.37248,15.40531,15.43872,15.4727,15.61424
1340,15.34024,15.37248,15.40531,15.43872,15.4727,15.50725,15.65099
1341,15.37248,15.40531,15.43872,15.4727,15.50725,15.54236,15.68826
1342,15.40531,15.43872,15.4727,15.50725,15.54236,15.57803,15.72607
1343,15.43872,15.4727,15.50725,15.54236,15.57803,15.61424,15.76439
1344,15.4727,15.50725,15.54236,15.57803,15.61424,15.65099,15.80322
1345,15.50725,15.54236,15.57803,15.61424,15.65099,15.68826,15.84255
1346,15.54236,15.57803,15.61424,15.65099,15.68826,15.72607,15.88237
1347,15.57803,15.61424,15.65099,15.68826,15.72607,15.76439,15.92268
1348,15.61424,15.65099,15.68826,15.72607,15.76439,15.80322,15.96347
1349,15.65099,15.68826,15.72607,15.76439,15.80322,15.84255,16.00473
1350,15.68826,15.72607,15.76439,15.80322,15.84255,15.88237,16.04646
1351,15.72607,15.76439,15.80322,15.84255,15.88237,15.92268,16.08864
1352,15.76439,15.80322,15.84255,15.88237,15.92268,15.96347,16.13127
1353,15.80322,15.84255,15.88237,15.92268,15.96347,16.00473,16.17434
1354,15.84255,15.88237,15.92268,15.96347,16.00473,16.04646,16.21784
1355,15.88237,15.92268,15.96347,16.00473,16.04646,16.08864,16.26177
1356,15.92268,15.96347,16.00473,16.04646,16.08864,16.13127,16.30612
1357,15.96347,16.00473,16.04646,16.08864,16.13127,16.17434,16.35087
1358,16.00473,16.04646,16.08864,16.13127,16.17434,16.21784,16.39603
1359,16.04646,16.08864,16.13127,16.17434,16.21784,16.26177,16.44158
1360,16.08864,16.13127,16.17434,16.21784,16.26177,16.30612,16.48751
1361,16.13127,16.17434,16.21784,16.26177,16.30612,16.35087,16.53382
1362,16.17434,16.21784,16.26177,16.30612,16.35087,16.39603,16.5805
1363,16.21784,16.26177,16.30612,16.35087,16.39603,16.44158,16.62754
1364,16.26177,16.30612,16.35087,16.39603,16.44158,16.48751,16.67494
1365,16.30612,16.35087,16.39603,16.44158,16.48751,16.53382,16.72267
1366,16.35087,16.39603,16.44158,16.48751,16.53382,16.5805,16.77074
1367,16.39603,16.44158,16.48751,16.53382,16.5805,16.62754,16.81914
1368,16.44158,16.48751,16.53382,16.5805,16.62754,16.67494,16.86786
1369,16.48751,16.53382,16.5805,16.62754,16.67494,16.72267,16.91689
1370,16.53382,16.5805,16.62754,16.67494,16.72267,16.77074,16.96621
1371,16.5805,16.62754,16.67494,16.72267,16.77074,16.81914,17.01583
1372,16.62754,16.67494,16.72267,16.77074,16.81914,16.86786,17.06574
1373,16.67494,16.72267,16.77074,16.81914,16.86786,16.91689,17.11592
1374,16.72267,16.77074,16.81914,16.86786,16.91689,16.96621,17.16636
1375,16.77074,16.81914,16.86786,16.91689,16.96621,17.01583,17.21706
1376,16.81914,16.86786,16.91689,16.96621,17.01583,17.06574,17.26801
1377,16.86786,16.91689,16.96621,17.01583,17.06574,17.11592,17.3192
1378,16.91689,16.96621,17.01583,17.06574,17.11592,17.16636,17.37062
1379,16.96621,17.01583,17.06574,17.11592,17.16636,17.21706,17.42227
1380,17.01583,17.06574,17.11592,17.16636,17.21706,17.26801,17.47412
